model,seed,attack,mcc,auroc,attack_recall
CNN-TCN,11,partial_zeroing,0.6085261822552592,0.891156462585034,1.0
CNN-TCN,11,peak_clipping,0.01879677310747777,0.5384615384615384,0.2631578947368421
CNN-TCN,11,reversal,-0.1892512505005867,0.37637362637362637,0.0
CNN-TCN,11,scaled_reduction,0.34055103198605946,0.7808302808302808,0.6666666666666666
CNN-TCN,23,daily_flattening,-0.0784348521245653,0.3941391941391941,0.06666666666666667
CNN-TCN,23,noise,-0.05572409401803959,0.33974358974358976,0.08333333333333333
CNN-TCN,23,partial_zeroing,0.6268595762192326,0.9206349206349207,0.8888888888888888
CNN-TCN,23,peak_clipping,0.19327783587126707,0.6208791208791208,0.35714285714285715
CNN-TCN,23,reversal,-0.04818120558297158,0.5,0.1
CNN-TCN,23,scaled_reduction,0.47527870864351884,0.7838827838827839,0.75
CNN-TCN,37,daily_flattening,-0.038461538461538464,0.326530612244898,0.21428571428571427
CNN-TCN,37,noise,-0.0461747325729287,0.48525159051474837,0.21052631578947367
CNN-TCN,37,partial_zeroing,0.08833408953705214,0.7692307692307693,0.375
CNN-TCN,37,peak_clipping,0.16683467872594968,0.7087912087912087,0.5
CNN-TCN,37,reversal,-0.05098676986156824,0.4783882783882784,0.2
CNN-TCN,37,scaled_reduction,0.30087815483526853,0.7831501831501833,0.6666666666666666
CNN-TCN,53,daily_flattening,-0.1015346165133619,0.28825021132713435,0.0
CNN-TCN,53,noise,0.0617707763884251,0.5762362637362637,0.125
CNN-TCN,53,partial_zeroing,0.7016464154456233,1.0,1.0
CNN-TCN,53,peak_clipping,0.308922285612427,0.6632191338073691,0.35294117647058826
CNN-TCN,53,reversal,-0.11912050117987368,0.4112203585887796,0.0
CNN-TCN,53,scaled_reduction,0.5341880341880342,0.8241758241758241,0.6111111111111112
CNN-TCN,71,daily_flattening,-0.14165539998607804,0.3571428571428571,0.21428571428571427
CNN-TCN,71,noise,-0.004297548839972763,0.5158371040723981,0.4117647058823529
CNN-TCN,71,partial_zeroing,0.39598577465334617,0.7182103610675039,1.0
CNN-TCN,71,peak_clipping,0.18255958165266709,0.6711749788672865,0.6923076923076923
CNN-TCN,71,reversal,-0.0918538373239209,0.4175824175824176,0.29411764705882354
CNN-TCN,71,scaled_reduction,0.059368588718972416,0.7149725274725275,0.5
CNN-TCN,89,daily_flattening,-0.038473378245861244,0.5131868131868133,0.75
CNN-TCN,89,noise,-0.04975944302345654,0.4806246385193753,0.7368421052631579
CNN-TCN,89,partial_zeroing,0.19483849199282458,0.8804945054945055,1.0
